No,ENZY_ACC_ID,ENZYME,KIN_ORGANISM,GENE,E3_Alias,E3_PN,,,SUB_ACC_ID,SUBSTRATE,SUB_ORGANISM,SUB_GENE,SUB_Alias,SUB_PN,E3_ORGANISM,SUB_ORGANISM,PMID
2475,Q9JJ66,CDC20,MOUSE,Cdc20,Cdc20,Cell division cycle protein 20 homolog ~~mmCdc20~~p55CDC,,,Q03347,RUNX1,MOUSE,Runx1,Runx1~~Aml1~~Cbfa2~~Pebp2ab,Runt-related transcription factor 1 ~~Acute myeloid leukemia 1 protein~~Core-binding factor subunit alpha-2~~CBF-alpha-2~~Oncogene AML-1~~Polyomavirus enhancer-binding protein 2 alpha B subunit~~PEA2-alpha B~~PEBP2-alpha B~~SL3-3 enhancer factor 1 alpha B subunit~~SL3/AKV core-binding factor alpha B subunit,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2476,Q9JJ66,CDC20,MOUSE,Cdc20,Cdc20,Cell division cycle protein 20 homolog ~~mmCdc20~~p55CDC,,,Q9CQJ7,PTTG1,MOUSE,Pttg1,Pttg1~~Pttg,Securin ~~Pituitary tumor-transforming gene 1 protein,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2477,Q810L3,CHFR,MOUSE,Chfr,Chfr,E3 ubiquitin-protein ligase CHFR ~~Checkpoint with forkhead and RING finger domains protein~~RING-type E3 ubiquitin transferase CHFR,,,P97477,AURKA,MOUSE,Aurka,Aurka~~Aik~~Airk~~Ark1~~Aura~~Ayk1~~Btak~~Iak1~~Stk15~~Stk6,Aurora kinase A ~~Aurora 2~~Aurora family kinase 1~~Aurora/IPL1-related kinase 1~~ARK-1~~Aurora-related kinase 1~~Ipl1- and aurora-related kinase 1~~Serine/threonine-protein kinase 6~~Serine/threonine-protein kinase Ayk1~~Serine/threonine-protein kinase aurora-A,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2478,Q810L3,CHFR,MOUSE,Chfr,Chfr,E3 ubiquitin-protein ligase CHFR ~~Checkpoint with forkhead and RING finger domains protein~~RING-type E3 ubiquitin transferase CHFR,,,Q810L3,CHFR,MOUSE,Chfr,Chfr,E3 ubiquitin-protein ligase CHFR ~~Checkpoint with forkhead and RING finger domains protein~~RING-type E3 ubiquitin transferase CHFR,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2479,Q810L3,CHFR,MOUSE,Chfr,Chfr,E3 ubiquitin-protein ligase CHFR ~~Checkpoint with forkhead and RING finger domains protein~~RING-type E3 ubiquitin transferase CHFR,,,O09106,HDAC1,MOUSE,Hdac1,Hdac1,Histone deacetylase 1 ~~HD1 ,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2480,Q810L3,CHFR,MOUSE,Chfr,Chfr,E3 ubiquitin-protein ligase CHFR ~~Checkpoint with forkhead and RING finger domains protein~~RING-type E3 ubiquitin transferase CHFR,,,Q07832,PLK1,MOUSE,Plk1,Plk1~~Plk,Serine/threonine-protein kinase PLK1 ~~Polo-like kinase 1~~PLK-1~~Serine/threonine-protein kinase 13~~STPK13,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2481,Q8BT14,CNOT4,MOUSE,Cnot4,Cnot4~~Not4,CCR4-NOT transcription complex subunit 4 ~~CCR4-associated factor 4~~E3 ubiquitin-protein ligase CNOT4~~Potential transcriptional repressor NOT4Hp~~RING-type E3 ubiquitin transferase CNOT4,,,Q8BT14,CNOT4,MOUSE,Cnot4,Cnot4~~Not4,CCR4-NOT transcription complex subunit 4 ~~CCR4-associated factor 4~~E3 ubiquitin-protein ligase CNOT4~~Potential transcriptional repressor NOT4Hp~~RING-type E3 ubiquitin transferase CNOT4,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2482,Q80TR8,DCAF1,MOUSE,Dcaf1,Dcaf1~~Kiaa0800~~Vprbp,DDB1- and CUL4-associated factor 1 ~~Serine/threonine-protein kinase VPRBP ,,,P46662,MERL,MOUSE,Nf2,Nf2~~Nf-2,Merlin ~~Moesin-ezrin-radixin-like protein~~Neurofibromin-2~~Schwannomin,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2483,Q99J79,DDB2,MOUSE,Ddb2,Ddb2,DNA damage-binding protein 2 ~~Damage-specific DNA-binding protein 2,,,P51612,XPC,MOUSE,Xpc,Xpc,DNA repair protein complementing XP-C cells homolog ~~Xeroderma pigmentosum group C-complementing protein homolog~~p125,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2485,Q8CCE9,E4F1,MOUSE,E4f1,E4f1,Transcription factor E4F1 ~~E4F transcription factor 1~~Putative E3 ubiquitin-protein ligase E4F1~~RING-type E3 ubiquitin transferase E4F1~~Transcription factor E4F~~Transcription factor phi AP3~~p120E4F,,,P02340,P53,MOUSE,Tp53,Tp53~~P53~~Trp53,Cellular tumor antigen p53 ~~Tumor suppressor p53,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2486,Q9CR14,FANCL,MOUSE,Fancl,Fancl~~Phf9~~Pog,E3 ubiquitin-protein ligase FANCL ~~Fanconi anemia group L protein homolog~~Proliferation of germ cells protein~~RING-type E3 ubiquitin transferase FANCL,,,Q80V62,FACD2,MOUSE,Fancd2,Fancd2,Fanconi anemia group D2 protein homolog ~~Protein FACD2,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2487,Q9EPX5,FXL12,MOUSE,Fbxl12,Fbxl12~~Fbl12,F-box/LRR-repeat protein 12 ~~F-box and leucine-rich repeat protein 12~~F-box protein FBL12,,,P49919,CDN1C,MOUSE,Cdkn1c,Cdkn1c~~Kip2,Cyclin-dependent kinase inhibitor 1C ~~Cyclin-dependent kinase inhibitor p57~~p57Kip2,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2488,Q8C2S5,FBXL5,MOUSE,Fbxl5,Fbxl5,F-box/LRR-repeat protein 5 ~~F-box and leucine-rich repeat protein 5,,,Q811J3,IREB2,MOUSE,Ireb2,Ireb2~~Irp2,Iron-responsive element-binding protein 2 ~~IRE-BP 2~~Iron regulatory protein 2~~IRP2,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2489,Q8C2S5,FBXL5,MOUSE,Fbxl5,Fbxl5,F-box/LRR-repeat protein 5 ~~F-box and leucine-rich repeat protein 5,,,O08788,DCTN1,MOUSE,Dctn1,Dctn1,Dynactin subunit 1 ~~150 kDa dynein-associated polypeptide~~DAP-150~~DP-150~~p150-glued,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2490,Q7TPD1,FBX11,MOUSE,Fbxo11,Fbxo11,F-box only protein 11,,,P02340,P53,MOUSE,Tp53,Tp53~~P53~~Trp53,Cellular tumor antigen p53 ~~Tumor suppressor p53,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2491,Q80UW2,FBX2,MOUSE,Fbxo2,Fbxo2~~Fbs1~~Fbx2,F-box only protein 2,,,P35438,NMDZ1,MOUSE,Grin1,Grin1~~Glurz1,Glutamate receptor ionotropic,,,
2492,Q3TQF0,FBX31,MOUSE,Fbxo31,Fbxo31~~MNCb-2609,F-box only protein 31,,,P25322,CCND1,MOUSE,Ccnd1,Ccnd1~~Cyl-1,G1/S-specific cyclin-D1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2493,Q9CPU7,FBX32,MOUSE,Fbxo32,Fbxo32,F-box only protein 32 ~~Atrogin-1~~Muscle atrophy F-box protein~~MAFbx,,,P10085,MYOD1,MOUSE,Myod1,Myod1~~Myod,Myoblast determination protein 1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2494,Q9CPU7,FBX32,MOUSE,Fbxo32,Fbxo32,F-box only protein 32 ~~Atrogin-1~~Muscle atrophy F-box protein~~MAFbx,,,P12979,MYOG,MOUSE,Myog,Myog,Myogenin ~~MYOD1-related protein,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2495,Q9CPU7,FBX32,MOUSE,Fbxo32,Fbxo32,F-box only protein 32 ~~Atrogin-1~~Muscle atrophy F-box protein~~MAFbx,,,Q9R1E0,FOXO1,MOUSE,Foxo1,Foxo1~~Fkhr~~Foxo1a,Forkhead box protein O1 ~~Forkhead box protein O1A~~Forkhead in rhabdomyosarcoma,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2496,Q9CPU7,FBX32,MOUSE,Fbxo32,Fbxo32,F-box only protein 32 ~~Atrogin-1~~Muscle atrophy F-box protein~~MAFbx,,,Q9DCH4,EIF3F,MOUSE,Eif3f,Eif3f~~Eif3s5,Eukaryotic translation initiation factor 3 subunit F ~~eIF3f~~Deubiquitinating enzyme eIF3f ~~Eukaryotic translation initiation factor 3 subunit 5~~eIF-3-epsilon~~eIF3 p47,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2497,Q8VE08,FBX33,MOUSE,Fbxo33,Fbxo33,F-box only protein 33 ~~AIG30-12-1,,,P62960,YBOX1,MOUSE,Ybx1,Ybx1~~Msy-1~~Msy1~~Nsep1~~Yb1,Y-box-binding protein 1 ~~YB-1~~CCAAT-binding transcription factor I subunit A~~CBF-A~~DNA-binding protein B~~DBPB~~Enhancer factor I subunit A~~EFI-A~~Nuclease-sensitive element-binding protein 1~~Y-box transcription factor,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2498,Q8CHQ0,FBX4,MOUSE,Fbxo4,Fbxo4~~Fbx4,F-box only protein 4,,,P25322,CCND1,MOUSE,Ccnd1,Ccnd1~~Cyl-1,G1/S-specific cyclin-D1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2499,Q9QZN4,FBX6,MOUSE,Fbxo6,Fbxo6~~Fbs2~~Fbxo6b,F-box only protein 6 ~~F-box only protein 6b~~F-box protein that recognizes sugar chains 2~~F-box/G-domain protein 2,,,O35280,CHK1,MOUSE,Chek1,Chek1~~Chk1,Serine/threonine-protein kinase Chk1 ~~CHK1 checkpoint homolog~~Checkpoint kinase-1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2500,Q5SRY7,FBW1B,MOUSE,Fbxw11,Fbxw11~~Btrcp2~~Fbw1b~~Fbxw1b,F-box/WD repeat-containing protein 11 ~~F-box and WD repeats protein beta-TrCP2~~F-box/WD repeat-containing protein 1B~~Homologous to Slimb protein~~HOS,,,P33896,INAR1,MOUSE,Ifnar1,Ifnar1~~Ifar~~Ifnar,Interferon alpha/beta receptor 1 ~~IFN-R-1~~IFN-alpha/beta receptor 1~~Type I interferon receptor 1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2501,Q5SRY7,FBW1B,MOUSE,Fbxw11,Fbxw11~~Btrcp2~~Fbw1b~~Fbxw1b,F-box/WD repeat-containing protein 11 ~~F-box and WD repeats protein beta-TrCP2~~F-box/WD repeat-containing protein 1B~~Homologous to Slimb protein~~HOS,,,Q02248,CTNB1,MOUSE,Ctnnb1,Ctnnb1~~Catnb,Catenin beta-1 ~~Beta-catenin,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2502,Q5SRY7,FBW1B,MOUSE,Fbxw11,Fbxw11~~Btrcp2~~Fbw1b~~Fbxw1b,F-box/WD repeat-containing protein 11 ~~F-box and WD repeats protein beta-TrCP2~~F-box/WD repeat-containing protein 1B~~Homologous to Slimb protein~~HOS,,,Q9Z1E3,IKBA,MOUSE,Nfkbia,Nfkbia~~Ikba,NF-kappa-B inhibitor alpha ~~I-kappa-B-alpha~~IkB-alpha~~IkappaBalpha,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2503,Q8VBV4,FBXW7,MOUSE,Fbxw7,Fbxw7~~Fbw7~~Fbwd6~~Fbxw6,F-box/WD repeat-containing protein 7 ~~F-box and WD-40 domain-containing protein 7~~F-box protein FBW7~~F-box protein Fbxw6~~F-box-WD40 repeat protein 6~~SEL-10,,,P05627,JUN,MOUSE,Jun,Jun,Transcription factor AP-1 ~~AH119~~Activator protein 1~~AP1~~Proto-oncogene c-Jun~~V-jun avian sarcoma virus 17 oncogene homolog~~Jun A,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2504,Q8VBV4,FBXW7,MOUSE,Fbxw7,Fbxw7~~Fbw7~~Fbwd6~~Fbxw6,F-box/WD repeat-containing protein 7 ~~F-box and WD-40 domain-containing protein 7~~F-box protein FBW7~~F-box protein Fbxw6~~F-box-WD40 repeat protein 6~~SEL-10,,,Q61457,CCNE1,MOUSE,Ccne1,Ccne1~~Ccne,G1/S-specific cyclin-E1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2505,Q8VBV4,FBXW7,MOUSE,Fbxw7,Fbxw7~~Fbw7~~Fbwd6~~Fbxw6,F-box/WD repeat-containing protein 7 ~~F-box and WD-40 domain-containing protein 7~~F-box protein FBW7~~F-box protein Fbxw6~~F-box-WD40 repeat protein 6~~SEL-10,,,P06876,MYB,MOUSE,Myb,Myb,Transcriptional activator Myb ~~Proto-oncogene c-Myb,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2506,Q8VBV4,FBXW7,MOUSE,Fbxw7,Fbxw7~~Fbw7~~Fbwd6~~Fbxw6,F-box/WD repeat-containing protein 7 ~~F-box and WD-40 domain-containing protein 7~~F-box protein FBW7~~F-box protein Fbxw6~~F-box-WD40 repeat protein 6~~SEL-10,,,P01108,MYC,MOUSE,Myc,Myc,Myc proto-oncogene protein ~~Proto-oncogene c-Myc~~Transcription factor p64,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2507,Q8VBV4,FBXW7,MOUSE,Fbxw7,Fbxw7~~Fbw7~~Fbwd6~~Fbxw6,F-box/WD repeat-containing protein 7 ~~F-box and WD-40 domain-containing protein 7~~F-box protein FBW7~~F-box protein Fbxw6~~F-box-WD40 repeat protein 6~~SEL-10,,,Q01705,NOTC1,MOUSE,Notch1,Notch1~~Motch,Neurogenic locus notch homolog protein 1 ~~Notch 1~~Motch A~~mT14~~p300 ,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2508,Q9R1K5,FZR1,MOUSE,Fzr1,Fzr1~~Fyr~~Fzr,Fizzy-related protein homolog ~~Fzr~~Cdh1/Hct1 homolog,,,P04184,KITH,MOUSE,Tk1,Tk1~~Tk-1,Thymidine kinase,,,
2509,Q9R1K5,FZR1,MOUSE,Fzr1,Fzr1~~Fyr~~Fzr,Fizzy-related protein homolog ~~Fzr~~Cdh1/Hct1 homolog,,,P24860,CCNB1,MOUSE,Ccnb1,Ccnb1~~Ccn-2~~Ccnb1-rs13~~Cycb~~Cycb1,G2/mitotic-specific cyclin-B1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2510,Q9R1K5,FZR1,MOUSE,Fzr1,Fzr1~~Fyr~~Fzr,Fizzy-related protein homolog ~~Fzr~~Cdh1/Hct1 homolog,,,Q9JJ66,CDC20,MOUSE,Cdc20,Cdc20,Cell division cycle protein 20 homolog ~~mmCdc20~~p55CDC,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2511,Q9R1K5,FZR1,MOUSE,Fzr1,Fzr1~~Fyr~~Fzr,Fizzy-related protein homolog ~~Fzr~~Cdh1/Hct1 homolog,,,Q60665,SKIL,MOUSE,Skil,Skil~~Skir~~Sno,Ski-like protein ~~Ski-related oncogene~~Ski-related protein,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2512,Q9R1K5,FZR1,MOUSE,Fzr1,Fzr1~~Fyr~~Fzr,Fizzy-related protein homolog ~~Fzr~~Cdh1/Hct1 homolog,,,P24699,MYF5,MOUSE,Myf5,Myf5~~Myf-5,Myogenic factor 5 ~~Myf-5,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2513,Q9R1K5,FZR1,MOUSE,Fzr1,Fzr1~~Fyr~~Fzr,Fizzy-related protein homolog ~~Fzr~~Cdh1/Hct1 homolog,,,Q03347,RUNX1,MOUSE,Runx1,Runx1~~Aml1~~Cbfa2~~Pebp2ab,Runt-related transcription factor 1 ~~Acute myeloid leukemia 1 protein~~Core-binding factor subunit alpha-2~~CBF-alpha-2~~Oncogene AML-1~~Polyomavirus enhancer-binding protein 2 alpha B subunit~~PEA2-alpha B~~PEBP2-alpha B~~SL3-3 enhancer factor 1 alpha B subunit~~SL3/AKV core-binding factor alpha B subunit,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2514,Q9R1K5,FZR1,MOUSE,Fzr1,Fzr1~~Fyr~~Fzr,Fizzy-related protein homolog ~~Fzr~~Cdh1/Hct1 homolog,,,Q9CQJ7,PTTG1,MOUSE,Pttg1,Pttg1~~Pttg,Securin ~~Pituitary tumor-transforming gene 1 protein,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2515,Q9R1K5,FZR1,MOUSE,Fzr1,Fzr1~~Fyr~~Fzr,Fizzy-related protein homolog ~~Fzr~~Cdh1/Hct1 homolog,,,P13864,DNMT1,MOUSE,Dnmt1,Dnmt1~~Dnmt~~Met1~~Uim,DNA ~~cytosine-5-methyltransferase 1~~Dnmt1~~Met-1 ~~DNA methyltransferase MmuI~~DNA MTase MmuI~~M.MmuI~~MCMT,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2516,Q8CA72,GAN,MOUSE,Gan,Gan,Gigaxonin,,,P14873,MAP1B,MOUSE,Map1b,Map1b~~Mtap1b~~Mtap5,Microtubule-associated protein 1B ~~MAP-1B~~MAP1X~~MAP1.2 ,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2517,Q8CA72,GAN,MOUSE,Gan,Gan,Gigaxonin,,,Q8C052,MAP1S,MOUSE,Map1s,Map1s~~Bpy2ip1~~Map8~~Mtap1s,Microtubule-associated protein 1S ~~MAP-1S~~BPY2-interacting protein 1~~Microtubule-associated protein 8 ,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2518,Q3U487,HECD3,MOUSE,Hectd3,Hectd3,E3 ubiquitin-protein ligase HECTD3 ~~HECT domain-containing protein 3~~HECT-type E3 ubiquitin transferase HECTD3,,,O88983,STX8,MOUSE,Stx8,Stx8,Syntaxin-8 ~~Syntaxin-like protein 3I35,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2519,Q3U487,HECD3,MOUSE,Hectd3,Hectd3,E3 ubiquitin-protein ligase HECTD3 ~~HECT domain-containing protein 3~~HECT-type E3 ubiquitin transferase HECTD3,,,Q99KW3,TARA,MOUSE,Triobp,Triobp~~Kiaa1662~~Tara,TRIO and F-actin-binding protein ~~Protein Tara~~Trio-associated repeat on actin,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2520,Q4U2R1,HERC2,MOUSE,Herc2,Herc2~~Jdf2~~Kiaa0393~~Rjs,E3 ubiquitin-protein ligase HERC2 ~~HECT domain and RCC1-like domain-containing protein 2~~HECT-type E3 ubiquitin transferase HERC2,,,Q64267,XPA,MOUSE,Xpa,Xpa~~Xpac,DNA repair protein complementing XP-A cells homolog ~~Xeroderma pigmentosum group A-complementing protein homolog,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2521,Q7TMY8,HUWE1,MOUSE,Huwe1,Huwe1~~Kiaa0312~~Ureb1,E3 ubiquitin-protein ligase HUWE1 ~~E3Histone~~HECT,,,,,,,,,,,
2522,Q7TMY8,HUWE1,MOUSE,Huwe1,Huwe1~~Kiaa0312~~Ureb1,E3 ubiquitin-protein ligase HUWE1 ~~E3Histone~~HECT,,,,,,,,,,,
2523,Q62406,IRAK1,MOUSE,Irak1,Irak1~~Il1rak,Interleukin-1 receptor-associated kinase 1 ~~IRAK~~IRAK-1 ~~Pelle-like protein kinase~~mPLK,,,Q8C669,PELI1,MOUSE,Peli1,Peli1,E3 ubiquitin-protein ligase pellino homolog 1 ~~Pellino-1 ~~RING-type E3 ubiquitin transferase pellino homolog 1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2524,Q8R4K2,IRAK4,MOUSE,Irak4,Irak4,Interleukin-1 receptor-associated kinase 4 ~~IRAK-4 ,,,Q8C669,PELI1,MOUSE,Peli1,Peli1,E3 ubiquitin-protein ligase pellino homolog 1 ~~Pellino-1 ~~RING-type E3 ubiquitin transferase pellino homolog 1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2525,Q8C863,ITCH,MOUSE,Itch,Itch,E3 ubiquitin-protein ligase Itchy ~~HECT-type E3 ubiquitin transferase Itchy homolog,,,Q9Z0H7,BCL10,MOUSE,Bcl10,Bcl10~~Ciper~~Clap,B-cell lymphoma/leukemia 10 ~~B-cell CLL/lymphoma 10~~Bcl-10~~CARD-containing molecule enhancing NF-kappa-B~~CARD-like apoptotic protein~~mCLAP~~CED-3/ICH-1 prodomain homologous E10-like regulator~~mCIPER~~Cellular homolog of vCARMEN~~cCARMEN~~Cellular-E10~~c-E10~~Mammalian CARD-containing adapter molecule E10~~mE10,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2526,Q8C863,ITCH,MOUSE,Itch,Itch,E3 ubiquitin-protein ligase Itchy ~~HECT-type E3 ubiquitin transferase Itchy homolog,,,P70444,BID,MOUSE,Bid,Bid,BH3-interacting domain death agonist ~~p22 BID~~BID ,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2527,Q8C863,ITCH,MOUSE,Itch,Itch,E3 ubiquitin-protein ligase Itchy ~~HECT-type E3 ubiquitin transferase Itchy homolog,,,O35732,CFLAR,MOUSE,Cflar,Cflar~~Cash,CASP8 and FADD-like apoptosis regulator ~~Caspase homolog~~CASH~~Caspase-eight-related protein~~Casper~~Caspase-like apoptosis regulatory protein~~CLARP~~Cellular FLICE-like inhibitory protein~~c-FLIP~~FADD-like antiapoptotic molecule 1~~FLAME-1~~Inhibitor of FLICE~~I-FLICE~~MACH-related inducer of toxicity~~MRIT~~Usurpin ,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2528,Q8C863,ITCH,MOUSE,Itch,Itch,E3 ubiquitin-protein ligase Itchy ~~HECT-type E3 ubiquitin transferase Itchy homolog,,,P70658,CXCR4,MOUSE,Cxcr4,Cxcr4~~Cmkar4~~Lestr~~Sdf1r,C-X-C chemokine receptor type 4 ~~CXC-R4~~CXCR-4~~Fusin~~Leukocyte-derived seven transmembrane domain receptor~~LESTR~~Pre-B-cell-derived chemokine receptor~~PB-CKR~~Stromal cell-derived factor 1 receptor~~SDF-1 receptor~~CD antigen CD184,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2529,Q8C863,ITCH,MOUSE,Itch,Itch,E3 ubiquitin-protein ligase Itchy ~~HECT-type E3 ubiquitin transferase Itchy homolog,,,Q61527,ERBB4,MOUSE,Erbb4,Erbb4~~Mer4,Receptor tyrosine-protein kinase erbB-4 ~~Proto-oncogene-like protein c-ErbB-4 ,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2530,Q8C863,ITCH,MOUSE,Itch,Itch,E3 ubiquitin-protein ligase Itchy ~~HECT-type E3 ubiquitin transferase Itchy homolog,,,Q8C863,ITCH,MOUSE,Itch,Itch,E3 ubiquitin-protein ligase Itchy ~~HECT-type E3 ubiquitin transferase Itchy homolog,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2531,Q8C863,ITCH,MOUSE,Itch,Itch,E3 ubiquitin-protein ligase Itchy ~~HECT-type E3 ubiquitin transferase Itchy homolog,,,P05627,JUN,MOUSE,Jun,Jun,Transcription factor AP-1 ~~AH119~~Activator protein 1~~AP1~~Proto-oncogene c-Jun~~V-jun avian sarcoma virus 17 oncogene homolog~~Jun A,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2532,Q8C863,ITCH,MOUSE,Itch,Itch,E3 ubiquitin-protein ligase Itchy ~~HECT-type E3 ubiquitin transferase Itchy homolog,,,P09450,JUNB,MOUSE,Junb,Junb~~Jun-b,Transcription factor jun-B ~~MyD21,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2533,Q8C863,ITCH,MOUSE,Itch,Itch,E3 ubiquitin-protein ligase Itchy ~~HECT-type E3 ubiquitin transferase Itchy homolog,,,O89091,KLF10,MOUSE,Klf10,Klf10~~Gdnfif~~Tieg~~Tieg1,Krueppel-like factor 10 ~~GDNF-inducible factor~~Transcription factor GIF~~mGIF~~Transforming growth factor-beta-inducible early growth response protein 1~~TGFB-inducible early growth response protein 1~~TIEG-1,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2534,Q8C863,ITCH,MOUSE,Itch,Itch,E3 ubiquitin-protein ligase Itchy ~~HECT-type E3 ubiquitin transferase Itchy homolog,,,Q01705,NOTC1,MOUSE,Notch1,Notch1~~Motch,Neurogenic locus notch homolog protein 1 ~~Notch 1~~Motch A~~mT14~~p300 ,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2535,Q8C863,ITCH,MOUSE,Itch,Itch,E3 ubiquitin-protein ligase Itchy ~~HECT-type E3 ubiquitin transferase Itchy homolog,,,Q62432,SMAD2,MOUSE,Smad2,Smad2~~Madh2~~Madr2,Mothers against decapentaplegic homolog 2 ~~MAD homolog 2~~Mothers against DPP homolog 2~~Mad-related protein 2~~mMad2~~SMAD family member 2~~SMAD 2~~Smad2,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2536,Q8C863,ITCH,MOUSE,Itch,Itch,E3 ubiquitin-protein ligase Itchy ~~HECT-type E3 ubiquitin transferase Itchy homolog,,,Q91VH2,SNX9,MOUSE,Snx9,Snx9,Sorting nexin-9,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2537,Q8C863,ITCH,MOUSE,Itch,Itch,E3 ubiquitin-protein ligase Itchy ~~HECT-type E3 ubiquitin transferase Itchy homolog,,,O88898,P63,MOUSE,Tp63,Tp63~~P63~~P73l~~Tp73l~~Trp63,Tumor protein 63 ~~p63~~Transformation-related protein 63~~TP63~~Tumor protein p73-like~~p73L,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2538,Q8C863,ITCH,MOUSE,Itch,Itch,E3 ubiquitin-protein ligase Itchy ~~HECT-type E3 ubiquitin transferase Itchy homolog,,,Q9JJP2,P73,MOUSE,Tp73,Tp73~~P73~~Trp73,Tumor protein p73 ~~p53-like transcription factor~~p53-related protein,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2539,Q8BGV7,BACD1,MOUSE,Kctd13,Kctd13~~Poldip1,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1 ~~BTB/POZ domain-containing protein KCTD13~~Polymerase delta-interacting protein 1,,,Q9QUI0,RHOA,MOUSE,Rhoa,Rhoa~~Arha~~Arha2,Transforming protein RhoA ,Mus musculus (Mouse),Mus musculus (Mouse),22199232
2540,Q9Z2X8,KEAP1,MOUSE,Keap1,Keap1~~Inrf2~~Kiaa0132,Kelch-like ECH-associated protein 1 ~~Cytosolic inhibitor of Nrf2~~INrf2,,,Q60795,NF2L2,MOUSE,Nfe2l2,Nfe2l2~~Nrf2,Nuclear factor erythroid 2-related factor 2 ~~NF-E2-related factor 2~~NFE2-related factor 2~~Nuclear factor,,,
2541,Q9Z2X8,KEAP1,MOUSE,Keap1,Keap1~~Inrf2~~Kiaa0132,Kelch-like ECH-associated protein 1 ~~Cytosolic inhibitor of Nrf2~~INrf2,,,Q8BX10,PGAM5,MOUSE,Pgam5,Pgam5,Serine/threonine-protein phosphatase PGAM5,,,
2542,Q6TDP3,KLH17,MOUSE,Klhl17,Klhl17,Kelch-like protein 17 ~~Actinfilin,,,P39087,GRIK2,MOUSE,Grik2,Grik2~~Glur6,Glutamate receptor ionotropic,,,
2543,Q3U410,KLH21,MOUSE,Klhl21,Klhl21,Kelch-like protein 21,,,O70126,AURKB,MOUSE,Aurkb,Aurkb~~Aik2~~Aim1~~Airk2~~Ark2~~Stk1~~Stk12~~Stk5,Aurora kinase B ~~Aurora 1~~Aurora- and IPL1-like midbody-associated protein 1~~Aurora/IPL1-related kinase 2~~ARK-2~~Aurora-related kinase 2~~STK-1~~Serine/threonine-protein kinase 12~~Serine/threonine-protein kinase 5~~Serine/threonine-protein kinase aurora-B,Mus musculus (Mouse),Mus musculus (Mouse),22199232
